,Date,Unit,Type_Of_Meat,Animal,Commercial_Or_Federally_Inspected,Weight
1497,2013-08-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,45848.0
1498,2013-08-01,1000 Pounds,Red Meat,Calves,Commercial,15456.000000000002
1499,2013-08-01,1000 Pounds,Red Meat,Calves,Federally Inspected,23939.5
1500,2013-08-01,1000 Pounds,Red Meat,Cattle,Commercial,3690663.0000000005
1501,2013-08-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5865202.4
1502,2013-08-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,632948.0
1503,2013-08-01,1000 Pounds,Red Meat,Hogs,Commercial,2589486.3
1504,2013-08-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4490628.6
1505,2013-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,27650.7
1506,2013-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,38089.5
1507,2013-08-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1227814.8
1508,2013-09-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4165458.0
1509,2013-09-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,551512.4
1510,2013-09-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,44238.0
1511,2013-09-01,1000 Pounds,Red Meat,Calves,Commercial,14718.6
1512,2013-09-01,1000 Pounds,Red Meat,Calves,Federally Inspected,22816.0
1513,2013-09-01,1000 Pounds,Red Meat,Cattle,Commercial,3425485.7
1514,2013-09-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5431108.5
1515,2013-09-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,583748.8
1516,2013-09-01,1000 Pounds,Red Meat,Hogs,Commercial,2463524.6999999997
1517,2013-09-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4279199.399999999
1518,2013-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23284.800000000003
1519,2013-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,32102.399999999998
1520,2013-09-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1124233.6
1521,2013-10-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4611042.0
1522,2013-10-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,647155.6
1523,2013-10-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,46785.2
1524,2013-10-01,1000 Pounds,Red Meat,Calves,Commercial,17003.0
1525,2013-10-01,1000 Pounds,Red Meat,Calves,Federally Inspected,26441.0
1526,2013-10-01,1000 Pounds,Red Meat,Cattle,Commercial,3854006.1
1527,2013-10-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6084247.399999999
1528,2013-10-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,676640.0
1529,2013-10-01,1000 Pounds,Red Meat,Hogs,Commercial,2896760.0
1530,2013-10-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5035823.5
1531,2013-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26245.800000000003
1532,2013-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35621.5
1533,2013-10-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1227187.5
1534,2013-11-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3935214.0
1535,2013-11-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,598912.6
1536,2013-11-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,42369.0
1537,2013-11-01,1000 Pounds,Red Meat,Calves,Commercial,15513.6
1538,2013-11-01,1000 Pounds,Red Meat,Calves,Federally Inspected,24059.100000000002
1539,2013-11-01,1000 Pounds,Red Meat,Cattle,Commercial,3440024.9
1540,2013-11-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5426113.100000001
1541,2013-11-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,565464.9
1542,2013-11-01,1000 Pounds,Red Meat,Hogs,Commercial,2728516.1999999997
1543,2013-11-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4741605.0
1544,2013-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23539.2
1545,2013-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33052.5
1546,2013-11-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1107245.7999999998
1547,2013-12-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4122978.0
1548,2013-12-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,529974.1
1549,2013-12-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,34254.0
1550,2013-12-01,1000 Pounds,Red Meat,Calves,Commercial,16691.5
1551,2013-12-01,1000 Pounds,Red Meat,Calves,Federally Inspected,26188.399999999998
1552,2013-12-01,1000 Pounds,Red Meat,Cattle,Commercial,3417574.6
1553,2013-12-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5390609.800000001
1554,2013-12-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,585156.0
1555,2013-12-01,1000 Pounds,Red Meat,Hogs,Commercial,2753618.3000000003
1556,2013-12-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4793988.8
1557,2013-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26108.300000000003
1558,2013-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,36920.0
1559,2013-12-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1090752.0
1560,2014-01-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4237206.0
1561,2014-01-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,567606.1
1562,2014-01-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,37057.6
1563,2014-01-01,1000 Pounds,Red Meat,Calves,Commercial,15888.4
1564,2014-01-01,1000 Pounds,Red Meat,Calves,Federally Inspected,24738.0
1565,2014-01-01,1000 Pounds,Red Meat,Cattle,Commercial,3573786.0
1566,2014-01-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5638965.800000001
1567,2014-01-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,607212.0
1568,2014-01-01,1000 Pounds,Red Meat,Hogs,Commercial,2780360.0
1569,2014-01-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4833921.4
1570,2014-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24742.2
1571,2014-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35049.0
1572,2014-01-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1134987.2999999998
1573,2014-02-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3994632.0
1574,2014-02-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,527775.0
1575,2014-02-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,33200.8
1576,2014-02-01,1000 Pounds,Red Meat,Calves,Commercial,13910.7
1577,2014-02-01,1000 Pounds,Red Meat,Calves,Federally Inspected,21784.5
1578,2014-02-01,1000 Pounds,Red Meat,Cattle,Commercial,2984653.0
1579,2014-02-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,4705967.0
1580,2014-02-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,510218.4
1581,2014-02-01,1000 Pounds,Red Meat,Hogs,Commercial,2452959.1
1582,2014-02-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4269964.8
1583,2014-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23170.2
1584,2014-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,32634.0
1585,2014-02-01,1000 Pounds,Red Meat,Steers,Federally Inspected,948732.0
1586,2014-03-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4135134.0
1587,2014-03-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,572830.9
1588,2014-03-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,41218.2
1589,2014-03-01,1000 Pounds,Red Meat,Calves,Commercial,14847.2
1590,2014-03-01,1000 Pounds,Red Meat,Calves,Federally Inspected,23223.1
1591,2014-03-01,1000 Pounds,Red Meat,Cattle,Commercial,3227913.8
1592,2014-03-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5100618.0
1593,2014-03-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,556818.0
1594,2014-03-01,1000 Pounds,Red Meat,Hogs,Commercial,2472004.5
1595,2014-03-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4298286.199999999
1596,2014-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26382.2
1597,2014-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,37594.5
1598,2014-03-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1024632.0000000001
1599,2014-04-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4266084.0
1600,2014-04-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,586953.2999999999
1601,2014-04-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,44847.0
1602,2014-04-01,1000 Pounds,Red Meat,Calves,Commercial,14347.199999999999
1603,2014-04-01,1000 Pounds,Red Meat,Calves,Federally Inspected,22320.0
1604,2014-04-01,1000 Pounds,Red Meat,Cattle,Commercial,3389461.8000000003
1605,2014-04-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5364414.3
1606,2014-04-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,559688.3999999999
1607,2014-04-01,1000 Pounds,Red Meat,Hogs,Commercial,2542274.7
1608,2014-04-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4423281.399999999
1609,2014-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,30345.5
1610,2014-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,42840.0
1611,2014-04-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1126554.0
1612,2014-05-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4272852.0
1613,2014-05-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,588131.5
1614,2014-05-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,41314.0
1615,2014-05-01,1000 Pounds,Red Meat,Calves,Commercial,13281.0
1616,2014-05-01,1000 Pounds,Red Meat,Calves,Federally Inspected,20700.899999999998
1617,2014-05-01,1000 Pounds,Red Meat,Cattle,Commercial,3423644.4
1618,2014-05-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5433342.399999999
1619,2014-05-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,528627.5
1620,2014-05-01,1000 Pounds,Red Meat,Hogs,Commercial,2473480.8
1621,2014-05-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4306384.2
1622,2014-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,27742.0
1623,2014-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,39006.5
1624,2014-05-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1201534.0
1625,2014-06-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4275630.0
1626,2014-06-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,606364.5
1627,2014-06-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,41676.0
1628,2014-06-01,1000 Pounds,Red Meat,Calves,Commercial,12865.199999999999
1629,2014-06-01,1000 Pounds,Red Meat,Calves,Federally Inspected,20070.0
1630,2014-06-01,1000 Pounds,Red Meat,Cattle,Commercial,3406564.8000000003
1631,2014-06-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5411408.100000001
1632,2014-06-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,555632.7000000001
1633,2014-06-01,1000 Pounds,Red Meat,Hogs,Commercial,2307987.0
1634,2014-06-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4012159.5999999996
1635,2014-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26634.0
1636,2014-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,37163.600000000006
1637,2014-06-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1192611.0
1638,2014-07-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4458948.0
1639,2014-07-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,625568.3
1640,2014-07-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,44673.600000000006
1641,2014-07-01,1000 Pounds,Red Meat,Calves,Commercial,13310.0
1642,2014-07-01,1000 Pounds,Red Meat,Calves,Federally Inspected,20793.0
1643,2014-07-01,1000 Pounds,Red Meat,Cattle,Commercial,3434243.9999999995
1644,2014-07-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5451723.2
1645,2014-07-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,544840.1
1646,2014-07-01,1000 Pounds,Red Meat,Hogs,Commercial,2394151.6999999997
1647,2014-07-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4171867.7
1648,2014-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,27772.8
1649,2014-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,38346.700000000004
1650,2014-07-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1206606.7999999998
1651,2014-08-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4259454.0
1652,2014-08-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,604170.0
1653,2014-08-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,43947.2
1654,2014-08-01,1000 Pounds,Red Meat,Calves,Commercial,12077.2
1655,2014-08-01,1000 Pounds,Red Meat,Calves,Federally Inspected,18877.0
1656,2014-08-01,1000 Pounds,Red Meat,Cattle,Commercial,3321968.4
1657,2014-08-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5282491.5
1658,2014-08-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,544734.0
1659,2014-08-01,1000 Pounds,Red Meat,Hogs,Commercial,2331886.2
1660,2014-08-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4058703.0
1661,2014-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23349.0
1662,2014-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,31795.800000000003
1663,2014-08-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1157906.4
1664,2014-09-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4390926.0
1665,2014-09-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,618334.2000000001
1666,2014-09-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,43650.0
1667,2014-09-01,1000 Pounds,Red Meat,Calves,Commercial,12296.0
1668,2014-09-01,1000 Pounds,Red Meat,Calves,Federally Inspected,19228.0
1669,2014-09-01,1000 Pounds,Red Meat,Cattle,Commercial,3401798.4
1670,2014-09-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5400376.2
1671,2014-09-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,565489.6
1672,2014-09-01,1000 Pounds,Red Meat,Hogs,Commercial,2498663.6
1673,2014-09-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4337239.5
1674,2014-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24537.6
1675,2014-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33696.0
1676,2014-09-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1168659.0
1677,2014-10-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4699732.8
1678,2014-10-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,701244.0
1679,2014-10-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,44828.600000000006
1680,2014-10-01,1000 Pounds,Red Meat,Calves,Commercial,13163.199999999999
1681,2014-10-01,1000 Pounds,Red Meat,Calves,Federally Inspected,20575.8
1682,2014-10-01,1000 Pounds,Red Meat,Cattle,Commercial,3577064.5
1683,2014-10-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5662833.0
1684,2014-10-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,629734.2000000001
1685,2014-10-01,1000 Pounds,Red Meat,Hogs,Commercial,2846100.4
1686,2014-10-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4940150.0
1687,2014-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26754.600000000002
1688,2014-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,36986.4
1689,2014-10-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1175670.0
1690,2014-11-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3932273.5
1691,2014-11-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,599313.4
1692,2014-11-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,37816.2
1693,2014-11-01,1000 Pounds,Red Meat,Calves,Commercial,10985.4
1694,2014-11-01,1000 Pounds,Red Meat,Calves,Federally Inspected,17107.2
1695,2014-11-01,1000 Pounds,Red Meat,Cattle,Commercial,3062388.4000000004
1696,2014-11-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,4850291.5
1697,2014-11-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,543835.2000000001
1698,2014-11-01,1000 Pounds,Red Meat,Hogs,Commercial,2519602.8
1699,2014-11-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4394608.4
1700,2014-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,22982.4
1701,2014-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,31891.3
1702,2014-11-01,1000 Pounds,Red Meat,Steers,Federally Inspected,978942.2999999999
1703,2014-12-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4443843.899999999
1704,2014-12-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,595378.4
1705,2014-12-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,37985.399999999994
1706,2014-12-01,1000 Pounds,Red Meat,Calves,Commercial,13029.0
1707,2014-12-01,1000 Pounds,Red Meat,Calves,Federally Inspected,20298.2
1708,2014-12-01,1000 Pounds,Red Meat,Cattle,Commercial,3324765.9000000004
1709,2014-12-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5256196.8
1710,2014-12-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,556364.8
1711,2014-12-01,1000 Pounds,Red Meat,Hogs,Commercial,2817185.8
1712,2014-12-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4913525.8
1713,2014-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26733.0
1714,2014-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,37656.8
1715,2014-12-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1088240.4000000001
1716,2015-01-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4420090.5
1717,2015-01-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,615163.5
1718,2015-01-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,34382.4
1719,2015-01-01,1000 Pounds,Red Meat,Calves,Commercial,11610.9
1720,2015-01-01,1000 Pounds,Red Meat,Calves,Federally Inspected,18156.6
1721,2015-01-01,1000 Pounds,Red Meat,Cattle,Commercial,3283100.8
1722,2015-01-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5178393.5
1723,2015-01-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,528611.6
1724,2015-01-01,1000 Pounds,Red Meat,Hogs,Commercial,2800804.3
1725,2015-01-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4878295.2
1726,2015-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23547.0
1727,2015-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33048.0
1728,2015-01-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1068402.4
1729,2015-02-01,1000 Pounds,Poultry,Broilers,Federally Inspected,3990095.4
1730,2015-02-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,542554.2000000001
1731,2015-02-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,27356.4
1732,2015-02-01,1000 Pounds,Red Meat,Calves,Commercial,10753.1
1733,2015-02-01,1000 Pounds,Red Meat,Calves,Federally Inspected,16786.5
1734,2015-02-01,1000 Pounds,Red Meat,Cattle,Commercial,2940620.9999999995
1735,2015-02-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,4648941.0
1736,2015-02-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,512504.1
1737,2015-02-01,1000 Pounds,Red Meat,Hogs,Commercial,2586973.5
1738,2015-02-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4508850.0
1739,2015-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23124.0
1740,2015-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,32378.4
1741,2015-02-01,1000 Pounds,Red Meat,Steers,Federally Inspected,928487.9999999999
1742,2015-03-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4525785.2
1743,2015-03-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,627151.2
1744,2015-03-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,34762.5
1745,2015-03-01,1000 Pounds,Red Meat,Calves,Commercial,11741.0
1746,2015-03-01,1000 Pounds,Red Meat,Calves,Federally Inspected,18345.600000000002
1747,2015-03-01,1000 Pounds,Red Meat,Cattle,Commercial,3207207.0
1748,2015-03-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5074030.5
1749,2015-03-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,552968.0
1750,2015-03-01,1000 Pounds,Red Meat,Hogs,Commercial,2817937.5
1751,2015-03-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4898982.4
1752,2015-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,28522.8
1753,2015-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,40470.0
1754,2015-03-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1028917.7999999999
1755,2015-04-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4425318.2
1756,2015-04-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,618942.7
1757,2015-04-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,38013.8
1758,2015-04-01,1000 Pounds,Red Meat,Calves,Commercial,11257.199999999999
1759,2015-04-01,1000 Pounds,Red Meat,Calves,Federally Inspected,17523.5
1760,2015-04-01,1000 Pounds,Red Meat,Cattle,Commercial,3188855.4000000004
1761,2015-04-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5053068.600000001
1762,2015-04-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,512767.8
1763,2015-04-01,1000 Pounds,Red Meat,Hogs,Commercial,2748211.1999999997
1764,2015-04-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4796338.1
1765,2015-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,27304.100000000002
1766,2015-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,38148.299999999996
1767,2015-04-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1072327.2000000002
1768,2015-05-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4298194.2
1769,2015-05-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,541619.0
1770,2015-05-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,33872.0
1771,2015-05-01,1000 Pounds,Red Meat,Calves,Commercial,11122.000000000002
1772,2015-05-01,1000 Pounds,Red Meat,Calves,Federally Inspected,17429.100000000002
1773,2015-05-01,1000 Pounds,Red Meat,Cattle,Commercial,3169360.8000000003
1774,2015-05-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5037060.0
1775,2015-05-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,466329.6
1776,2015-05-01,1000 Pounds,Red Meat,Hogs,Commercial,2483722.0
1777,2015-05-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4316991.7
1778,2015-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23885.4
1779,2015-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33135.899999999994
1780,2015-05-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1149528.4000000001
1781,2015-06-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4559640.2
1782,2015-06-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,572070.0
1783,2015-06-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,39237.200000000004
1784,2015-06-01,1000 Pounds,Red Meat,Calves,Commercial,11827.2
1785,2015-06-01,1000 Pounds,Red Meat,Calves,Federally Inspected,18457.5
1786,2015-06-01,1000 Pounds,Red Meat,Cattle,Commercial,3284712.0
1787,2015-06-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5226930.0
1788,2015-06-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,462924.0
1789,2015-06-01,1000 Pounds,Red Meat,Hogs,Commercial,2658526.8
1790,2015-06-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4625717.199999999
1791,2015-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,26896.2
1792,2015-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,36806.4
1793,2015-06-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1218174.0
1794,2015-07-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4575480.0
1795,2015-07-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,559294.0
1796,2015-07-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,37248.799999999996
1797,2015-07-01,1000 Pounds,Red Meat,Calves,Commercial,11753.0
1798,2015-07-01,1000 Pounds,Red Meat,Calves,Federally Inspected,18468.0
1799,2015-07-01,1000 Pounds,Red Meat,Cattle,Commercial,3355981.8000000003
1800,2015-07-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5342320.5
1801,2015-07-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,473150.7
1802,2015-07-01,1000 Pounds,Red Meat,Hogs,Commercial,2632560.0
1803,2015-07-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4572631.0
1804,2015-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25944.0
1805,2015-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35361.600000000006
1806,2015-07-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1253070.0
1807,2015-08-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4519014.2
1808,2015-08-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,562362.7999999999
1809,2015-08-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,36511.200000000004
1810,2015-08-01,1000 Pounds,Red Meat,Calves,Commercial,10971.0
1811,2015-08-01,1000 Pounds,Red Meat,Calves,Federally Inspected,17119.5
1812,2015-08-01,1000 Pounds,Red Meat,Cattle,Commercial,3166657.9000000004
1813,2015-08-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5039056.8
1814,2015-08-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,452933.6
1815,2015-08-01,1000 Pounds,Red Meat,Hogs,Commercial,2598493.8000000003
1816,2015-08-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4515512.7
1817,2015-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23476.8
1818,2015-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,32033.0
1819,2015-08-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1185047.5999999999
1820,2015-09-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4641871.8
